starttime	seconds	ctime	dtime	ttime	wait
Wed Apr 17 18:03:16 2024	1713391396	12	40	52	40
Wed Apr 17 18:03:16 2024	1713391396	10	42	52	41
Wed Apr 17 18:03:16 2024	1713391396	12	40	52	40
Wed Apr 17 18:03:16 2024	1713391396	11	42	52	41
Wed Apr 17 18:03:16 2024	1713391396	9	43	52	43
Wed Apr 17 18:03:16 2024	1713391396	10	42	52	42
Wed Apr 17 18:03:16 2024	1713391396	12	40	52	40
Wed Apr 17 18:03:16 2024	1713391396	8	44	52	44
Wed Apr 17 18:03:16 2024	1713391396	11	41	52	41
Wed Apr 17 18:03:16 2024	1713391396	10	42	52	41
Wed Apr 17 18:03:16 2024	1713391396	9	43	52	43
Wed Apr 17 18:03:16 2024	1713391396	11	41	52	41
Wed Apr 17 18:03:16 2024	1713391396	12	41	52	41
Wed Apr 17 18:03:16 2024	1713391396	10	42	52	42
Wed Apr 17 18:03:16 2024	1713391396	12	41	52	41
Wed Apr 17 18:03:16 2024	1713391396	12	40	52	40
Wed Apr 17 18:03:16 2024	1713391396	10	42	52	42
Wed Apr 17 18:03:16 2024	1713391396	9	43	52	43
Wed Apr 17 18:03:16 2024	1713391396	11	42	53	42
Wed Apr 17 18:03:16 2024	1713391396	11	41	53	40
Wed Apr 17 18:03:16 2024	1713391396	10	42	53	42
Wed Apr 17 18:03:16 2024	1713391396	12	40	53	40
Wed Apr 17 18:03:16 2024	1713391396	10	43	53	43
Wed Apr 17 18:03:16 2024	1713391396	11	42	53	42
Wed Apr 17 18:03:16 2024	1713391396	20	33	53	33
Wed Apr 17 18:03:16 2024	1713391396	12	41	53	41
Wed Apr 17 18:03:16 2024	1713391396	11	41	53	41
Wed Apr 17 18:03:16 2024	1713391396	8	44	53	44
Wed Apr 17 18:03:16 2024	1713391396	11	42	53	42
Wed Apr 17 18:03:16 2024	1713391396	8	44	53	44
Wed Apr 17 18:03:16 2024	1713391396	12	41	53	41
Wed Apr 17 18:03:16 2024	1713391396	14	38	53	38
Wed Apr 17 18:03:16 2024	1713391396	12	40	53	40
Wed Apr 17 18:03:16 2024	1713391396	10	43	53	43
Wed Apr 17 18:03:16 2024	1713391396	15	38	53	38
Wed Apr 17 18:03:16 2024	1713391396	14	39	53	39
Wed Apr 17 18:03:16 2024	1713391396	11	41	53	41
Wed Apr 17 18:03:16 2024	1713391396	12	41	53	41
Wed Apr 17 18:03:16 2024	1713391396	10	43	53	43
Wed Apr 17 18:03:16 2024	1713391396	12	41	53	41
Wed Apr 17 18:03:16 2024	1713391396	12	41	53	41
Wed Apr 17 18:03:16 2024	1713391396	12	41	53	41
Wed Apr 17 18:03:16 2024	1713391396	19	34	53	34
Wed Apr 17 18:03:16 2024	1713391396	12	41	53	41
Wed Apr 17 18:03:16 2024	1713391396	13	40	53	40
Wed Apr 17 18:03:16 2024	1713391396	11	42	53	42
Wed Apr 17 18:03:16 2024	1713391396	11	42	53	42
Wed Apr 17 18:03:16 2024	1713391396	12	41	53	41
Wed Apr 17 18:03:16 2024	1713391396	11	42	53	42
Wed Apr 17 18:03:16 2024	1713391396	12	41	53	41
Wed Apr 17 18:03:16 2024	1713391396	10	44	53	44
Wed Apr 17 18:03:16 2024	1713391396	11	42	53	42
Wed Apr 17 18:03:16 2024	1713391396	14	40	53	40
Wed Apr 17 18:03:16 2024	1713391396	20	33	53	33
Wed Apr 17 18:03:16 2024	1713391396	12	42	53	41
Wed Apr 17 18:03:16 2024	1713391396	11	43	53	42
Wed Apr 17 18:03:16 2024	1713391396	11	43	53	43
Wed Apr 17 18:03:16 2024	1713391396	12	41	53	41
Wed Apr 17 18:03:16 2024	1713391396	14	39	53	39
Wed Apr 17 18:03:16 2024	1713391396	11	42	54	42
Wed Apr 17 18:03:16 2024	1713391396	8	46	54	46
Wed Apr 17 18:03:16 2024	1713391396	15	39	54	39
Wed Apr 17 18:03:16 2024	1713391396	12	42	54	42
Wed Apr 17 18:03:16 2024	1713391396	12	41	54	41
Wed Apr 17 18:03:16 2024	1713391396	9	44	54	44
Wed Apr 17 18:03:16 2024	1713391396	12	42	54	42
Wed Apr 17 18:03:16 2024	1713391396	10	43	54	43
Wed Apr 17 18:03:16 2024	1713391396	10	43	54	43
Wed Apr 17 18:03:16 2024	1713391396	11	43	54	43
Wed Apr 17 18:03:16 2024	1713391396	12	42	54	42
Wed Apr 17 18:03:16 2024	1713391396	11	43	54	43
Wed Apr 17 18:03:16 2024	1713391396	9	45	54	44
Wed Apr 17 18:03:16 2024	1713391396	9	45	54	44
Wed Apr 17 18:03:16 2024	1713391396	9	45	54	45
Wed Apr 17 18:03:16 2024	1713391396	10	44	54	43
Wed Apr 17 18:03:16 2024	1713391396	10	44	54	44
Wed Apr 17 18:03:16 2024	1713391396	12	42	54	41
Wed Apr 17 18:03:16 2024	1713391396	12	42	54	42
Wed Apr 17 18:03:16 2024	1713391396	10	44	54	44
Wed Apr 17 18:03:16 2024	1713391396	10	44	54	44
Wed Apr 17 18:03:16 2024	1713391396	13	41	54	41
Wed Apr 17 18:03:16 2024	1713391396	11	43	54	41
Wed Apr 17 18:03:16 2024	1713391396	11	43	54	43
Wed Apr 17 18:03:16 2024	1713391396	9	45	54	45
Wed Apr 17 18:03:16 2024	1713391396	12	42	54	42
Wed Apr 17 18:03:16 2024	1713391396	11	44	54	44
Wed Apr 17 18:03:16 2024	1713391396	12	42	54	42
Wed Apr 17 18:03:16 2024	1713391396	13	41	54	41
Wed Apr 17 18:03:16 2024	1713391396	9	45	54	45
Wed Apr 17 18:03:16 2024	1713391396	10	44	54	44
Wed Apr 17 18:03:16 2024	1713391396	12	43	54	42
Wed Apr 17 18:03:16 2024	1713391396	11	43	54	43
Wed Apr 17 18:03:16 2024	1713391396	10	45	54	44
Wed Apr 17 18:03:16 2024	1713391396	10	45	54	44
Wed Apr 17 18:03:16 2024	1713391396	12	43	54	42
Wed Apr 17 18:03:16 2024	1713391396	20	34	55	34
Wed Apr 17 18:03:16 2024	1713391396	15	40	55	40
Wed Apr 17 18:03:16 2024	1713391396	10	45	55	45
Wed Apr 17 18:03:16 2024	1713391396	12	43	55	43
Wed Apr 17 18:03:16 2024	1713391396	12	43	55	42
Wed Apr 17 18:03:16 2024	1713391396	11	43	55	43
Wed Apr 17 18:03:16 2024	1713391396	12	43	55	42
Wed Apr 17 18:03:16 2024	1713391396	12	43	55	43
Wed Apr 17 18:03:16 2024	1713391396	11	44	55	43
Wed Apr 17 18:03:16 2024	1713391396	12	43	55	43
Wed Apr 17 18:03:16 2024	1713391396	12	43	55	43
Wed Apr 17 18:03:16 2024	1713391396	10	45	55	43
Wed Apr 17 18:03:16 2024	1713391396	11	44	55	44
Wed Apr 17 18:03:16 2024	1713391396	10	45	55	45
Wed Apr 17 18:03:16 2024	1713391396	16	40	55	40
Wed Apr 17 18:03:16 2024	1713391396	15	40	55	40
Wed Apr 17 18:03:16 2024	1713391396	10	45	55	45
Wed Apr 17 18:03:16 2024	1713391396	11	44	55	44
Wed Apr 17 18:03:16 2024	1713391396	12	43	55	43
Wed Apr 17 18:03:16 2024	1713391396	10	45	55	45
Wed Apr 17 18:03:16 2024	1713391396	13	43	55	43
Wed Apr 17 18:03:16 2024	1713391396	12	43	55	43
Wed Apr 17 18:03:16 2024	1713391396	12	44	55	43
Wed Apr 17 18:03:16 2024	1713391396	11	45	56	45
Wed Apr 17 18:03:16 2024	1713391396	15	41	56	41
Wed Apr 17 18:03:16 2024	1713391396	12	44	56	42
Wed Apr 17 18:03:16 2024	1713391396	9	47	56	45
Wed Apr 17 18:03:16 2024	1713391396	12	43	56	43
Wed Apr 17 18:03:16 2024	1713391396	13	43	56	43
Wed Apr 17 18:03:16 2024	1713391396	12	44	56	44
Wed Apr 17 18:03:16 2024	1713391396	11	46	56	46
Wed Apr 17 18:03:16 2024	1713391396	9	47	56	47
Wed Apr 17 18:03:16 2024	1713391396	12	45	56	45
Wed Apr 17 18:03:16 2024	1713391396	13	43	56	43
Wed Apr 17 18:03:16 2024	1713391396	12	44	57	44
Wed Apr 17 18:03:16 2024	1713391396	12	44	57	44
Wed Apr 17 18:03:16 2024	1713391396	15	42	57	41
Wed Apr 17 18:03:16 2024	1713391396	11	46	57	44
Wed Apr 17 18:03:16 2024	1713391396	10	47	57	47
Wed Apr 17 18:03:16 2024	1713391396	11	46	57	46
Wed Apr 17 18:03:16 2024	1713391396	9	48	57	48
Wed Apr 17 18:03:16 2024	1713391396	12	45	57	45
Wed Apr 17 18:03:16 2024	1713391396	14	44	57	43
Wed Apr 17 18:03:16 2024	1713391396	13	45	57	45
Wed Apr 17 18:03:16 2024	1713391396	9	48	57	48
Wed Apr 17 18:03:16 2024	1713391396	14	43	57	43
Wed Apr 17 18:03:16 2024	1713391396	15	42	57	42
Wed Apr 17 18:03:16 2024	1713391396	15	42	57	42
Wed Apr 17 18:03:16 2024	1713391396	11	47	57	47
Wed Apr 17 18:03:16 2024	1713391396	11	46	57	46
Wed Apr 17 18:03:16 2024	1713391396	12	46	58	46
Wed Apr 17 18:03:16 2024	1713391396	14	44	58	44
Wed Apr 17 18:03:16 2024	1713391396	13	45	58	45
Wed Apr 17 18:03:16 2024	1713391396	14	44	58	44
Wed Apr 17 18:03:16 2024	1713391396	10	48	58	48
Wed Apr 17 18:03:16 2024	1713391396	14	44	58	43
Wed Apr 17 18:03:16 2024	1713391396	14	43	58	43
Wed Apr 17 18:03:16 2024	1713391396	12	46	58	46
Wed Apr 17 18:03:16 2024	1713391396	11	47	58	45
Wed Apr 17 18:03:16 2024	1713391396	10	48	58	48
Wed Apr 17 18:03:16 2024	1713391396	10	48	58	48
Wed Apr 17 18:03:16 2024	1713391396	10	48	58	45
Wed Apr 17 18:03:16 2024	1713391396	12	46	58	46
Wed Apr 17 18:03:16 2024	1713391396	12	46	58	46
Wed Apr 17 18:03:16 2024	1713391396	12	47	58	45
Wed Apr 17 18:03:16 2024	1713391396	11	47	58	47
Wed Apr 17 18:03:16 2024	1713391396	13	46	58	45
Wed Apr 17 18:03:16 2024	1713391396	13	45	58	45
Wed Apr 17 18:03:16 2024	1713391396	13	46	58	46
Wed Apr 17 18:03:16 2024	1713391396	10	48	58	48
Wed Apr 17 18:03:16 2024	1713391396	8	51	58	51
Wed Apr 17 18:03:16 2024	1713391396	12	47	59	47
Wed Apr 17 18:03:16 2024	1713391396	11	47	59	47
Wed Apr 17 18:03:16 2024	1713391396	10	49	59	48
Wed Apr 17 18:03:16 2024	1713391396	12	46	59	46
Wed Apr 17 18:03:16 2024	1713391396	12	46	59	46
Wed Apr 17 18:03:16 2024	1713391396	10	49	59	48
Wed Apr 17 18:03:16 2024	1713391396	12	47	59	47
Wed Apr 17 18:03:16 2024	1713391396	11	48	59	47
Wed Apr 17 18:03:16 2024	1713391396	12	47	59	47
Wed Apr 17 18:03:16 2024	1713391396	13	46	59	46
Wed Apr 17 18:03:16 2024	1713391396	12	47	59	47
Wed Apr 17 18:03:16 2024	1713391396	11	49	59	49
Wed Apr 17 18:03:16 2024	1713391396	11	49	60	49
Wed Apr 17 18:03:16 2024	1713391396	14	46	60	46
Wed Apr 17 18:03:16 2024	1713391396	12	48	60	48
Wed Apr 17 18:03:16 2024	1713391396	11	49	60	49
Wed Apr 17 18:03:16 2024	1713391396	11	49	60	49
Wed Apr 17 18:03:16 2024	1713391396	12	48	60	48
Wed Apr 17 18:03:16 2024	1713391396	16	45	60	44
Wed Apr 17 18:03:16 2024	1713391396	12	49	60	49
Wed Apr 17 18:03:16 2024	1713391396	11	49	60	49
Wed Apr 17 18:03:16 2024	1713391396	14	46	60	46
Wed Apr 17 18:03:16 2024	1713391396	12	49	61	49
Wed Apr 17 18:03:16 2024	1713391396	15	45	61	45
Wed Apr 17 18:03:16 2024	1713391396	8	52	61	52
Wed Apr 17 18:03:16 2024	1713391396	10	51	61	51
Wed Apr 17 18:03:16 2024	1713391396	11	49	61	49
Wed Apr 17 18:03:16 2024	1713391396	12	49	61	49
Wed Apr 17 18:03:16 2024	1713391396	10	51	61	51
Wed Apr 17 18:03:16 2024	1713391396	20	41	61	41
Wed Apr 17 18:03:16 2024	1713391396	9	52	61	52
Wed Apr 17 18:03:16 2024	1713391396	13	49	61	49
Wed Apr 17 18:03:16 2024	1713391396	11	51	62	50
Wed Apr 17 18:03:16 2024	1713391396	11	51	62	51
Wed Apr 17 18:03:16 2024	1713391396	11	51	62	50
Wed Apr 17 18:03:16 2024	1713391396	12	49	62	49
Wed Apr 17 18:03:16 2024	1713391396	21	41	62	41
Wed Apr 17 18:03:16 2024	1713391396	13	49	62	49
Wed Apr 17 18:03:16 2024	1713391396	10	52	62	52
Wed Apr 17 18:03:16 2024	1713391396	9	53	62	53
Wed Apr 17 18:03:16 2024	1713391396	10	52	62	51
Wed Apr 17 18:03:16 2024	1713391396	9	53	62	52
Wed Apr 17 18:03:16 2024	1713391396	11	51	62	51
Wed Apr 17 18:03:16 2024	1713391396	9	53	62	53
Wed Apr 17 18:03:16 2024	1713391396	11	51	62	51
Wed Apr 17 18:03:16 2024	1713391396	12	50	62	49
Wed Apr 17 18:03:16 2024	1713391396	15	47	62	47
Wed Apr 17 18:03:16 2024	1713391396	10	52	62	52
Wed Apr 17 18:03:16 2024	1713391396	16	47	62	47
Wed Apr 17 18:03:16 2024	1713391396	9	53	62	53
Wed Apr 17 18:03:16 2024	1713391396	11	52	62	52
Wed Apr 17 18:03:16 2024	1713391396	9	53	62	53
Wed Apr 17 18:03:16 2024	1713391396	11	51	62	51
Wed Apr 17 18:03:16 2024	1713391396	11	52	63	52
Wed Apr 17 18:03:16 2024	1713391396	9	54	63	54
Wed Apr 17 18:03:16 2024	1713391396	9	54	63	53
Wed Apr 17 18:03:16 2024	1713391396	9	54	63	54
Wed Apr 17 18:03:16 2024	1713391396	11	53	63	53
Wed Apr 17 18:03:16 2024	1713391396	10	53	63	53
Wed Apr 17 18:03:16 2024	1713391396	11	53	64	53
Wed Apr 17 18:03:16 2024	1713391396	12	51	64	51
Wed Apr 17 18:03:16 2024	1713391396	14	50	64	46
Wed Apr 17 18:03:16 2024	1713391396	12	52	64	52
Wed Apr 17 18:03:16 2024	1713391396	9	55	64	55
Wed Apr 17 18:03:16 2024	1713391396	10	54	64	54
Wed Apr 17 18:03:16 2024	1713391396	12	53	64	52
Wed Apr 17 18:03:16 2024	1713391396	10	55	64	52
Wed Apr 17 18:03:16 2024	1713391396	10	54	65	54
Wed Apr 17 18:03:16 2024	1713391396	9	55	65	55
Wed Apr 17 18:03:16 2024	1713391396	9	56	65	55
Wed Apr 17 18:03:16 2024	1713391396	11	54	65	54
Wed Apr 17 18:03:16 2024	1713391396	11	54	65	54
Wed Apr 17 18:03:16 2024	1713391396	10	55	65	55
Wed Apr 17 18:03:16 2024	1713391396	9	57	66	56
Wed Apr 17 18:03:16 2024	1713391396	11	55	66	55
Wed Apr 17 18:03:16 2024	1713391396	10	57	67	57
Wed Apr 17 18:03:16 2024	1713391396	10	57	67	57
Wed Apr 17 18:03:16 2024	1713391396	11	56	67	54
Wed Apr 17 18:03:16 2024	1713391396	10	57	67	57
Wed Apr 17 18:03:16 2024	1713391396	10	57	67	57
Wed Apr 17 18:03:16 2024	1713391396	10	57	67	57
Wed Apr 17 18:03:16 2024	1713391396	15	52	67	52
Wed Apr 17 18:03:16 2024	1713391396	10	58	68	58
Wed Apr 17 18:03:16 2024	1713391396	11	57	68	57
Wed Apr 17 18:03:16 2024	1713391396	13	55	68	55
Wed Apr 17 18:03:16 2024	1713391396	15	53	69	53
Wed Apr 17 18:03:16 2024	1713391396	13	56	69	56
Wed Apr 17 18:03:16 2024	1713391396	13	56	69	56
Wed Apr 17 18:03:16 2024	1713391396	12	59	71	59
Wed Apr 17 18:03:16 2024	1713391396	9	62	71	62
Wed Apr 17 18:03:16 2024	1713391396	12	59	71	59
Wed Apr 17 18:03:16 2024	1713391396	10	61	71	61
Wed Apr 17 18:03:16 2024	1713391396	9	62	71	62
Wed Apr 17 18:03:16 2024	1713391396	10	62	72	62
Wed Apr 17 18:03:16 2024	1713391396	12	62	74	62
Wed Apr 17 18:03:16 2024	1713391396	11	63	75	63
Wed Apr 17 18:03:16 2024	1713391396	9	66	75	66
Wed Apr 17 18:03:16 2024	1713391396	11	64	75	64
Wed Apr 17 18:03:16 2024	1713391396	9	66	75	66
Wed Apr 17 18:03:16 2024	1713391396	9	66	76	66
Wed Apr 17 18:03:16 2024	1713391396	9	66	76	66
Wed Apr 17 18:03:16 2024	1713391396	9	67	77	67
Wed Apr 17 18:03:16 2024	1713391396	8	68	77	68
Wed Apr 17 18:03:16 2024	1713391396	10	67	77	67
Wed Apr 17 18:03:16 2024	1713391396	42	38	80	38
Wed Apr 17 18:03:16 2024	1713391396	9	71	80	71
Wed Apr 17 18:03:16 2024	1713391396	14	67	81	67
Wed Apr 17 18:03:16 2024	1713391396	9	72	81	72
Wed Apr 17 18:03:16 2024	1713391396	10	71	81	71
Wed Apr 17 18:03:16 2024	1713391396	9	72	81	72
Wed Apr 17 18:03:16 2024	1713391396	9	72	82	72
Wed Apr 17 18:03:16 2024	1713391396	10	72	82	72
Wed Apr 17 18:03:16 2024	1713391396	10	77	86	77
Wed Apr 17 18:03:16 2024	1713391396	10	77	87	77
Wed Apr 17 18:03:16 2024	1713391396	9	78	87	78
Wed Apr 17 18:03:16 2024	1713391396	11	76	87	76
Wed Apr 17 18:03:16 2024	1713391396	10	79	88	79
Wed Apr 17 18:03:16 2024	1713391396	10	80	90	79
Wed Apr 17 18:03:16 2024	1713391396	9	81	90	81
Wed Apr 17 18:03:16 2024	1713391396	9	83	92	83
Wed Apr 17 18:03:16 2024	1713391396	9	83	92	83
Wed Apr 17 18:03:16 2024	1713391396	9	85	94	85
Wed Apr 17 18:03:16 2024	1713391396	12	84	96	84
Wed Apr 17 18:03:16 2024	1713391396	11	87	98	87
Wed Apr 17 18:03:16 2024	1713391396	9	89	98	89
Wed Apr 17 18:03:16 2024	1713391396	9	90	99	88
Wed Apr 17 18:03:16 2024	1713391396	10	89	99	89
Wed Apr 17 18:03:16 2024	1713391396	10	90	99	89
Wed Apr 17 18:03:16 2024	1713391396	11	92	103	92
Wed Apr 17 18:03:16 2024	1713391396	11	92	103	92
Wed Apr 17 18:03:16 2024	1713391396	9	99	108	99
Wed Apr 17 18:03:16 2024	1713391396	9	101	109	100
Wed Apr 17 18:03:16 2024	1713391396	11	99	110	99
Wed Apr 17 18:03:16 2024	1713391396	11	116	127	116
Wed Apr 17 18:03:16 2024	1713391396	12	116	127	116
Wed Apr 17 18:03:16 2024	1713391396	11	118	128	117
Wed Apr 17 18:03:16 2024	1713391396	9	122	131	121
Wed Apr 17 18:03:16 2024	1713391396	10	122	132	122
Wed Apr 17 18:03:16 2024	1713391396	9	123	132	123
Wed Apr 17 18:03:16 2024	1713391396	9	124	133	124
Wed Apr 17 18:03:16 2024	1713391396	10	126	136	126
Wed Apr 17 18:03:16 2024	1713391396	9	130	139	129
Wed Apr 17 18:03:16 2024	1713391396	9	130	139	130
Wed Apr 17 18:03:16 2024	1713391396	9	131	140	131
Wed Apr 17 18:03:16 2024	1713391396	9	131	140	131
Wed Apr 17 18:03:16 2024	1713391396	9	132	141	132
Wed Apr 17 18:03:16 2024	1713391396	11	131	142	128
Wed Apr 17 18:03:16 2024	1713391396	11	132	143	132
Wed Apr 17 18:03:16 2024	1713391396	10	134	145	134
Wed Apr 17 18:03:16 2024	1713391396	11	136	146	135
Wed Apr 17 18:03:16 2024	1713391396	11	136	146	136
Wed Apr 17 18:03:16 2024	1713391396	10	138	148	138
Wed Apr 17 18:03:16 2024	1713391396	11	137	148	137
Wed Apr 17 18:03:16 2024	1713391396	10	138	148	138
Wed Apr 17 18:03:16 2024	1713391396	9	139	148	139
Wed Apr 17 18:03:16 2024	1713391396	9	140	149	140
Wed Apr 17 18:03:16 2024	1713391396	11	140	151	140
Wed Apr 17 18:03:16 2024	1713391396	11	140	151	140
Wed Apr 17 18:03:16 2024	1713391396	11	140	151	140
Wed Apr 17 18:03:16 2024	1713391396	9	142	151	142
Wed Apr 17 18:03:16 2024	1713391396	10	144	154	142
Wed Apr 17 18:03:16 2024	1713391396	11	146	157	146
Wed Apr 17 18:03:16 2024	1713391396	9	149	158	149
Wed Apr 17 18:03:16 2024	1713391396	11	147	158	147
Wed Apr 17 18:03:16 2024	1713391396	9	149	158	149
Wed Apr 17 18:03:16 2024	1713391396	10	149	158	146
Wed Apr 17 18:03:16 2024	1713391396	11	155	166	155
